title,company,location,skills,job_desc,skills_list,skills_cleaned
Bi Developer,Uber,Chicago,"['SQL', 'ETL']","We are looking for a BI Developer with experience in SQL, ETL.","['etl', 'sql']","etl, sql"
Data Engineer,Amazon,Austin,"['Python', 'AWS', 'SQL', 'Airflow', 'Spark']","We are looking for a Data Engineer with experience in AWS, Python, Airflow.","['airflow', 'aws', 'python', 'spark', 'sql']","airflow, aws, python, spark, sql"
Ai Engineer,Facebook,Chicago,"['PyTorch', 'Deep Learning', 'NLP']","We are looking for a AI Engineer with experience in Deep Learning, NLP, PyTorch.","['deep learning', 'nlp', 'pytorch']","deep learning, nlp, pytorch"
Data Scientist,Google,San Francisco,"['Machine Learning', 'Python']","We are looking for a Data Scientist with experience in Machine Learning, Python.","['machine learning', 'python']","machine learning, python"
Data Engineer,Uber,Los Angeles,"['Spark', 'Python', 'Airflow']","We are looking for a Data Engineer with experience in Airflow, Python, Spark.","['airflow', 'python', 'spark']","airflow, python, spark"
Bi Developer,Facebook,San Francisco,"['Tableau', 'ETL', 'Power BI']","We are looking for a BI Developer with experience in ETL, Power BI, Tableau.","['etl', 'power bi', 'tableau']","etl, power bi, tableau"
Analytics Consultant,Salesforce,Los Angeles,"['SQL', 'Python']","We are looking for a Analytics Consultant with experience in Python, SQL.","['python', 'sql']","python, sql"
Data Scientist,Deloitte,Los Angeles,"['Machine Learning', 'Pandas']","We are looking for a Data Scientist with experience in Pandas, Machine Learning.","['machine learning', 'pandas']","machine learning, pandas"
Data Analyst,Ey,Miami,"['Excel', 'Power BI', 'Python']","We are looking for a Data Analyst with experience in Python, Power BI, Excel.","['excel', 'power bi', 'python']","excel, power bi, python"
Business Analyst,Amazon,San Francisco,"['Power BI', 'Excel']","We are looking for a Business Analyst with experience in Excel, Power BI.","['excel', 'power bi']","excel, power bi"
Data Analyst,Amazon,Chicago,"['SQL', 'Power BI', 'Tableau', 'Excel', 'Python']","We are looking for a Data Analyst with experience in Python, Power BI, SQL.","['excel', 'power bi', 'python', 'sql', 'tableau']","excel, power bi, python, sql, tableau"
Data Analyst,Ey,Los Angeles,"['Python', 'Power BI', 'Tableau']","We are looking for a Data Analyst with experience in Power BI, Tableau, Python.","['power bi', 'python', 'tableau']","power bi, python, tableau"
Data Scientist,Uber,New York,"['SQL', 'Python', 'Machine Learning']","We are looking for a Data Scientist with experience in Python, SQL, Machine Learning.","['machine learning', 'python', 'sql']","machine learning, python, sql"
Analytics Consultant,Deloitte,Chicago,"['Excel', 'Python']","We are looking for a Analytics Consultant with experience in Python, Excel.","['excel', 'python']","excel, python"
Bi Developer,Google,San Francisco,"['SQL', 'Tableau', 'Data Warehousing']","We are looking for a BI Developer with experience in Data Warehousing, Tableau, SQL.","['data warehousing', 'sql', 'tableau']","data warehousing, sql, tableau"
Bi Developer,Facebook,Chicago,"['Power BI', 'ETL', 'Data Warehousing', 'Tableau']","We are looking for a BI Developer with experience in ETL, Data Warehousing, Tableau.","['data warehousing', 'etl', 'power bi', 'tableau']","data warehousing, etl, power bi, tableau"
Business Analyst,Accenture,Austin,"['SQL', 'Power BI', 'Business Analysis', 'Excel', 'Project Management']","We are looking for a Business Analyst with experience in Project Management, SQL, Power BI.","['business analysis', 'excel', 'power bi', 'project management', 'sql']","business analysis, excel, power bi, project management, sql"
Business Analyst,Microsoft,Boston,"['SQL', 'Power BI']","We are looking for a Business Analyst with experience in SQL, Power BI.","['power bi', 'sql']","power bi, sql"
Business Analyst,Facebook,Atlanta,"['Power BI', 'Business Analysis', 'SQL']","We are looking for a Business Analyst with experience in Business Analysis, Power BI, SQL.","['business analysis', 'power bi', 'sql']","business analysis, power bi, sql"
Bi Developer,Microsoft,Boston,"['SQL', 'Tableau']","We are looking for a BI Developer with experience in SQL, Tableau.","['sql', 'tableau']","sql, tableau"
Machine Learning Engineer,Ibm,Chicago,"['Machine Learning', 'PyTorch', 'Python']","We are looking for a Machine Learning Engineer with experience in Python, Machine Learning, PyTorch.","['machine learning', 'python', 'pytorch']","machine learning, python, pytorch"
Data Scientist,Facebook,Austin,"['Machine Learning', 'Python', 'SQL', 'Pandas']","We are looking for a Data Scientist with experience in Machine Learning, SQL, Pandas.","['machine learning', 'pandas', 'python', 'sql']","machine learning, pandas, python, sql"
Machine Learning Engineer,Ey,Boston,"['Python', 'TensorFlow']","We are looking for a Machine Learning Engineer with experience in Python, TensorFlow.","['python', 'tensorflow']","python, tensorflow"
Bi Developer,Google,Denver,"['SQL', 'ETL', 'Data Warehousing', 'Power BI', 'Tableau']","We are looking for a BI Developer with experience in Power BI, ETL, SQL.","['data warehousing', 'etl', 'power bi', 'sql', 'tableau']","data warehousing, etl, power bi, sql, tableau"
Ai Engineer,Microsoft,Atlanta,"['NLP', 'Deep Learning']","We are looking for a AI Engineer with experience in NLP, Deep Learning.","['deep learning', 'nlp']","deep learning, nlp"
Data Engineer,Salesforce,Boston,"['Python', 'AWS', 'SQL', 'Airflow']","We are looking for a Data Engineer with experience in AWS, Python, Airflow.","['airflow', 'aws', 'python', 'sql']","airflow, aws, python, sql"
Machine Learning Engineer,Accenture,Atlanta,"['Machine Learning', 'Python', 'PyTorch']","We are looking for a Machine Learning Engineer with experience in Machine Learning, PyTorch, Python.","['machine learning', 'python', 'pytorch']","machine learning, python, pytorch"
Machine Learning Engineer,Accenture,Atlanta,"['Python', 'Machine Learning', 'PyTorch', 'TensorFlow', 'AWS']","We are looking for a Machine Learning Engineer with experience in Machine Learning, AWS, TensorFlow.","['aws', 'machine learning', 'python', 'pytorch', 'tensorflow']","aws, machine learning, python, pytorch, tensorflow"
Data Engineer,Uber,Los Angeles,"['Python', 'SQL', 'Spark', 'Airflow']","We are looking for a Data Engineer with experience in SQL, Python, Spark.","['airflow', 'python', 'spark', 'sql']","airflow, python, spark, sql"
Data Scientist,Uber,Miami,"['Machine Learning', 'Python', 'Statistics']","We are looking for a Data Scientist with experience in Python, Machine Learning, Statistics.","['machine learning', 'python', 'statistics']","machine learning, python, statistics"
Data Engineer,Google,Austin,"['Airflow', 'AWS', 'Python', 'Spark', 'SQL']","We are looking for a Data Engineer with experience in Airflow, SQL, Python.","['airflow', 'aws', 'python', 'spark', 'sql']","airflow, aws, python, spark, sql"
Ai Engineer,Ibm,Denver,"['PyTorch', 'AWS', 'Deep Learning', 'NLP', 'Python']","We are looking for a AI Engineer with experience in PyTorch, Python, AWS.","['aws', 'deep learning', 'nlp', 'python', 'pytorch']","aws, deep learning, nlp, python, pytorch"
Machine Learning Engineer,Ibm,Boston,"['Python', 'TensorFlow', 'PyTorch', 'AWS']","We are looking for a Machine Learning Engineer with experience in PyTorch, TensorFlow, AWS.","['aws', 'python', 'pytorch', 'tensorflow']","aws, python, pytorch, tensorflow"
Bi Developer,Facebook,New York,"['Power BI', 'SQL', 'Data Warehousing']","We are looking for a BI Developer with experience in SQL, Data Warehousing, Power BI.","['data warehousing', 'power bi', 'sql']","data warehousing, power bi, sql"
Analytics Consultant,Ey,Chicago,"['Excel', 'SQL']","We are looking for a Analytics Consultant with experience in Excel, SQL.","['excel', 'sql']","excel, sql"
Bi Developer,Salesforce,Austin,"['Tableau', 'ETL', 'SQL', 'Data Warehousing']","We are looking for a BI Developer with experience in Data Warehousing, ETL, Tableau.","['data warehousing', 'etl', 'sql', 'tableau']","data warehousing, etl, sql, tableau"
Data Scientist,Ey,Boston,"['Statistics', 'SQL', 'Machine Learning']","We are looking for a Data Scientist with experience in Machine Learning, Statistics, SQL.","['machine learning', 'sql', 'statistics']","machine learning, sql, statistics"
Analytics Consultant,Google,Austin,"['SQL', 'Client Communication', 'Excel']","We are looking for a Analytics Consultant with experience in Excel, SQL, Client Communication.","['client communication', 'excel', 'sql']","client communication, excel, sql"
Analytics Consultant,Amazon,Chicago,"['SQL', 'Client Communication', 'Python', 'Excel']","We are looking for a Analytics Consultant with experience in Excel, SQL, Python.","['client communication', 'excel', 'python', 'sql']","client communication, excel, python, sql"
Ai Engineer,Deloitte,Boston,"['NLP', 'Deep Learning', 'PyTorch', 'AWS']","We are looking for a AI Engineer with experience in AWS, Deep Learning, NLP.","['aws', 'deep learning', 'nlp', 'pytorch']","aws, deep learning, nlp, pytorch"
Ai Engineer,Ibm,Denver,"['AWS', 'Python']","We are looking for a AI Engineer with experience in Python, AWS.","['aws', 'python']","aws, python"
Analytics Consultant,Uber,Boston,"['SQL', 'Client Communication', 'Excel']","We are looking for a Analytics Consultant with experience in Excel, Client Communication, SQL.","['client communication', 'excel', 'sql']","client communication, excel, sql"
Data Analyst,Amazon,Atlanta,"['Tableau', 'Excel', 'SQL']","We are looking for a Data Analyst with experience in Tableau, Excel, SQL.","['excel', 'sql', 'tableau']","excel, sql, tableau"
Analytics Consultant,Facebook,Atlanta,"['Excel', 'Power BI']","We are looking for a Analytics Consultant with experience in Power BI, Excel.","['excel', 'power bi']","excel, power bi"
Business Analyst,Google,Austin,"['Excel', 'SQL', 'Business Analysis', 'Power BI', 'Project Management']","We are looking for a Business Analyst with experience in Business Analysis, Excel, Power BI.","['business analysis', 'excel', 'power bi', 'project management', 'sql']","business analysis, excel, power bi, project management, sql"
Ai Engineer,Accenture,San Francisco,"['Deep Learning', 'AWS', 'PyTorch']","We are looking for a AI Engineer with experience in Deep Learning, PyTorch, AWS.","['aws', 'deep learning', 'pytorch']","aws, deep learning, pytorch"
Ai Engineer,Google,Los Angeles,"['Deep Learning', 'Python', 'PyTorch', 'NLP']","We are looking for a AI Engineer with experience in PyTorch, Python, Deep Learning.","['deep learning', 'nlp', 'python', 'pytorch']","deep learning, nlp, python, pytorch"
Ai Engineer,Salesforce,New York,"['AWS', 'PyTorch', 'Python']","We are looking for a AI Engineer with experience in AWS, PyTorch, Python.","['aws', 'python', 'pytorch']","aws, python, pytorch"
Ai Engineer,Deloitte,Atlanta,"['Python', 'Deep Learning', 'NLP', 'PyTorch', 'AWS']","We are looking for a AI Engineer with experience in AWS, Deep Learning, NLP.","['aws', 'deep learning', 'nlp', 'python', 'pytorch']","aws, deep learning, nlp, python, pytorch"
Analytics Consultant,Ibm,Boston,"['Excel', 'Python', 'Client Communication', 'Power BI', 'SQL']","We are looking for a Analytics Consultant with experience in Excel, Python, Power BI.","['client communication', 'excel', 'power bi', 'python', 'sql']","client communication, excel, power bi, python, sql"
Data Scientist,Amazon,Los Angeles,"['SQL', 'Machine Learning', 'Statistics']","We are looking for a Data Scientist with experience in Statistics, SQL, Machine Learning.","['machine learning', 'sql', 'statistics']","machine learning, sql, statistics"
Business Analyst,Uber,New York,"['Business Analysis', 'Excel', 'SQL', 'Power BI']","We are looking for a Business Analyst with experience in Business Analysis, Excel, SQL.","['business analysis', 'excel', 'power bi', 'sql']","business analysis, excel, power bi, sql"
Ai Engineer,Amazon,New York,"['PyTorch', 'Deep Learning']","We are looking for a AI Engineer with experience in Deep Learning, PyTorch.","['deep learning', 'pytorch']","deep learning, pytorch"
Ai Engineer,Salesforce,Miami,"['AWS', 'NLP', 'PyTorch', 'Python', 'Deep Learning']","We are looking for a AI Engineer with experience in NLP, Deep Learning, AWS.","['aws', 'deep learning', 'nlp', 'python', 'pytorch']","aws, deep learning, nlp, python, pytorch"
Data Engineer,Google,Austin,"['AWS', 'Airflow']","We are looking for a Data Engineer with experience in Airflow, AWS.","['airflow', 'aws']","airflow, aws"
Ai Engineer,Accenture,Boston,"['PyTorch', 'Python', 'Deep Learning']","We are looking for a AI Engineer with experience in PyTorch, Python, Deep Learning.","['deep learning', 'python', 'pytorch']","deep learning, python, pytorch"
Ai Engineer,Facebook,Miami,"['NLP', 'Python']","We are looking for a AI Engineer with experience in Python, NLP.","['nlp', 'python']","nlp, python"
Data Scientist,Microsoft,New York,"['SQL', 'Machine Learning', 'Python']","We are looking for a Data Scientist with experience in Python, SQL, Machine Learning.","['machine learning', 'python', 'sql']","machine learning, python, sql"
Machine Learning Engineer,Google,Los Angeles,"['TensorFlow', 'Python', 'AWS']","We are looking for a Machine Learning Engineer with experience in Python, AWS, TensorFlow.","['aws', 'python', 'tensorflow']","aws, python, tensorflow"
Ai Engineer,Google,Chicago,"['Python', 'PyTorch', 'AWS']","We are looking for a AI Engineer with experience in PyTorch, Python, AWS.","['aws', 'python', 'pytorch']","aws, python, pytorch"
Business Analyst,Ey,San Francisco,"['Excel', 'Project Management', 'Power BI', 'Business Analysis']","We are looking for a Business Analyst with experience in Project Management, Business Analysis, Excel.","['business analysis', 'excel', 'power bi', 'project management']","business analysis, excel, power bi, project management"
Data Engineer,Salesforce,Seattle,"['Spark', 'Airflow']","We are looking for a Data Engineer with experience in Airflow, Spark.","['airflow', 'spark']","airflow, spark"
Ai Engineer,Facebook,New York,"['AWS', 'Python']","We are looking for a AI Engineer with experience in Python, AWS.","['aws', 'python']","aws, python"
Data Analyst,Google,Boston,"['Power BI', 'Python', 'SQL', 'Excel']","We are looking for a Data Analyst with experience in Power BI, SQL, Python.","['excel', 'power bi', 'python', 'sql']","excel, power bi, python, sql"
Machine Learning Engineer,Uber,Los Angeles,"['Python', 'Machine Learning', 'PyTorch']","We are looking for a Machine Learning Engineer with experience in Machine Learning, Python, PyTorch.","['machine learning', 'python', 'pytorch']","machine learning, python, pytorch"
Machine Learning Engineer,Salesforce,Los Angeles,"['Machine Learning', 'PyTorch', 'AWS', 'TensorFlow', 'Python']","We are looking for a Machine Learning Engineer with experience in TensorFlow, AWS, PyTorch.","['aws', 'machine learning', 'python', 'pytorch', 'tensorflow']","aws, machine learning, python, pytorch, tensorflow"
Machine Learning Engineer,Deloitte,Denver,"['PyTorch', 'TensorFlow', 'Machine Learning']","We are looking for a Machine Learning Engineer with experience in Machine Learning, TensorFlow, PyTorch.","['machine learning', 'pytorch', 'tensorflow']","machine learning, pytorch, tensorflow"
Bi Developer,Uber,Seattle,"['Power BI', 'Data Warehousing', 'SQL']","We are looking for a BI Developer with experience in Data Warehousing, SQL, Power BI.","['data warehousing', 'power bi', 'sql']","data warehousing, power bi, sql"
Bi Developer,Facebook,Seattle,"['Power BI', 'Tableau', 'ETL', 'SQL']","We are looking for a BI Developer with experience in SQL, Power BI, Tableau.","['etl', 'power bi', 'sql', 'tableau']","etl, power bi, sql, tableau"
Analytics Consultant,Uber,Chicago,"['SQL', 'Python']","We are looking for a Analytics Consultant with experience in Python, SQL.","['python', 'sql']","python, sql"
Bi Developer,Accenture,Los Angeles,"['SQL', 'Power BI', 'Data Warehousing', 'ETL', 'Tableau']","We are looking for a BI Developer with experience in SQL, Data Warehousing, Power BI.","['data warehousing', 'etl', 'power bi', 'sql', 'tableau']","data warehousing, etl, power bi, sql, tableau"
Data Engineer,Accenture,Chicago,"['Airflow', 'Spark']","We are looking for a Data Engineer with experience in Spark, Airflow.","['airflow', 'spark']","airflow, spark"
Ai Engineer,Accenture,Miami,"['Deep Learning', 'AWS']","We are looking for a AI Engineer with experience in AWS, Deep Learning.","['aws', 'deep learning']","aws, deep learning"
Data Scientist,Amazon,San Francisco,"['SQL', 'Python', 'Pandas']","We are looking for a Data Scientist with experience in Python, SQL, Pandas.","['pandas', 'python', 'sql']","pandas, python, sql"
Bi Developer,Accenture,Austin,"['SQL', 'Power BI']","We are looking for a BI Developer with experience in Power BI, SQL.","['power bi', 'sql']","power bi, sql"
Data Engineer,Amazon,Boston,"['Python', 'SQL']","We are looking for a Data Engineer with experience in SQL, Python.","['python', 'sql']","python, sql"
Data Analyst,Accenture,Miami,"['Excel', 'Python']","We are looking for a Data Analyst with experience in Excel, Python.","['excel', 'python']","excel, python"
Data Analyst,Deloitte,Miami,"['Python', 'Tableau', 'Power BI', 'Excel', 'SQL']","We are looking for a Data Analyst with experience in Power BI, Python, Tableau.","['excel', 'power bi', 'python', 'sql', 'tableau']","excel, power bi, python, sql, tableau"
Business Analyst,Google,Boston,"['Power BI', 'SQL', 'Business Analysis']","We are looking for a Business Analyst with experience in Business Analysis, SQL, Power BI.","['business analysis', 'power bi', 'sql']","business analysis, power bi, sql"
Bi Developer,Ibm,Seattle,"['ETL', 'SQL']","We are looking for a BI Developer with experience in SQL, ETL.","['etl', 'sql']","etl, sql"
Data Engineer,Salesforce,Seattle,"['Airflow', 'Spark', 'AWS', 'Python', 'SQL']","We are looking for a Data Engineer with experience in Spark, AWS, Airflow.","['airflow', 'aws', 'python', 'spark', 'sql']","airflow, aws, python, spark, sql"
Bi Developer,Accenture,Austin,"['SQL', 'ETL', 'Data Warehousing', 'Power BI']","We are looking for a BI Developer with experience in Power BI, Data Warehousing, ETL.","['data warehousing', 'etl', 'power bi', 'sql']","data warehousing, etl, power bi, sql"
Business Analyst,Microsoft,San Francisco,"['SQL', 'Excel', 'Project Management']","We are looking for a Business Analyst with experience in SQL, Excel, Project Management.","['excel', 'project management', 'sql']","excel, project management, sql"
Machine Learning Engineer,Ey,Seattle,"['Python', 'TensorFlow', 'PyTorch', 'AWS', 'Machine Learning']","We are looking for a Machine Learning Engineer with experience in Python, PyTorch, Machine Learning.","['aws', 'machine learning', 'python', 'pytorch', 'tensorflow']","aws, machine learning, python, pytorch, tensorflow"
Data Engineer,Accenture,Miami,"['Airflow', 'Spark']","We are looking for a Data Engineer with experience in Spark, Airflow.","['airflow', 'spark']","airflow, spark"
Ai Engineer,Ey,Los Angeles,"['Python', 'NLP', 'AWS', 'PyTorch', 'Deep Learning']","We are looking for a AI Engineer with experience in PyTorch, Python, NLP.","['aws', 'deep learning', 'nlp', 'python', 'pytorch']","aws, deep learning, nlp, python, pytorch"
Data Analyst,Deloitte,Seattle,"['Python', 'Tableau']","We are looking for a Data Analyst with experience in Python, Tableau.","['python', 'tableau']","python, tableau"
Data Scientist,Ibm,Los Angeles,"['Python', 'Machine Learning', 'Statistics', 'Pandas', 'SQL']","We are looking for a Data Scientist with experience in Statistics, SQL, Pandas.","['machine learning', 'pandas', 'python', 'sql', 'statistics']","machine learning, pandas, python, sql, statistics"
Data Analyst,Ibm,San Francisco,"['Power BI', 'Python', 'Tableau']","We are looking for a Data Analyst with experience in Tableau, Python, Power BI.","['power bi', 'python', 'tableau']","power bi, python, tableau"
Machine Learning Engineer,Uber,Los Angeles,"['AWS', 'Machine Learning', 'PyTorch']","We are looking for a Machine Learning Engineer with experience in Machine Learning, PyTorch, AWS.","['aws', 'machine learning', 'pytorch']","aws, machine learning, pytorch"
Business Analyst,Salesforce,San Francisco,"['Business Analysis', 'Project Management', 'SQL', 'Excel']","We are looking for a Business Analyst with experience in Project Management, Excel, SQL.","['business analysis', 'excel', 'project management', 'sql']","business analysis, excel, project management, sql"
Data Scientist,Ey,San Francisco,"['SQL', 'Statistics']","We are looking for a Data Scientist with experience in Statistics, SQL.","['sql', 'statistics']","sql, statistics"
Ai Engineer,Deloitte,Austin,"['Deep Learning', 'AWS']","We are looking for a AI Engineer with experience in AWS, Deep Learning.","['aws', 'deep learning']","aws, deep learning"
Data Analyst,Accenture,Miami,"['Tableau', 'SQL']","We are looking for a Data Analyst with experience in Tableau, SQL.","['sql', 'tableau']","sql, tableau"
Bi Developer,Amazon,Los Angeles,"['Data Warehousing', 'SQL', 'Tableau', 'ETL', 'Power BI']","We are looking for a BI Developer with experience in SQL, Data Warehousing, ETL.","['data warehousing', 'etl', 'power bi', 'sql', 'tableau']","data warehousing, etl, power bi, sql, tableau"
Analytics Consultant,Deloitte,Chicago,"['Excel', 'Client Communication', 'SQL', 'Python', 'Power BI']","We are looking for a Analytics Consultant with experience in Client Communication, Power BI, Python.","['client communication', 'excel', 'power bi', 'python', 'sql']","client communication, excel, power bi, python, sql"
Machine Learning Engineer,Facebook,Austin,"['Python', 'Machine Learning', 'TensorFlow', 'PyTorch']","We are looking for a Machine Learning Engineer with experience in Machine Learning, Python, PyTorch.","['machine learning', 'python', 'pytorch', 'tensorflow']","machine learning, python, pytorch, tensorflow"
Business Analyst,Microsoft,Chicago,"['SQL', 'Business Analysis']","We are looking for a Business Analyst with experience in SQL, Business Analysis.","['business analysis', 'sql']","business analysis, sql"
Bi Developer,Facebook,Austin,"['ETL', 'Tableau', 'Power BI']","We are looking for a BI Developer with experience in Power BI, ETL, Tableau.","['etl', 'power bi', 'tableau']","etl, power bi, tableau"
Analytics Consultant,Google,San Francisco,"['SQL', 'Python', 'Power BI', 'Client Communication']","We are looking for a Analytics Consultant with experience in Python, SQL, Client Communication.","['client communication', 'power bi', 'python', 'sql']","client communication, power bi, python, sql"
Analytics Consultant,Microsoft,Miami,"['SQL', 'Python']","We are looking for a Analytics Consultant with experience in SQL, Python.","['python', 'sql']","python, sql"
Data Analyst,Salesforce,Boston,"['Power BI', 'Python', 'Excel']","We are looking for a Data Analyst with experience in Python, Power BI, Excel.","['excel', 'power bi', 'python']","excel, power bi, python"
Data Scientist,Amazon,Seattle,"['Pandas', 'Statistics', 'SQL']","We are looking for a Data Scientist with experience in Statistics, Pandas, SQL.","['pandas', 'sql', 'statistics']","pandas, sql, statistics"
Data Analyst,Salesforce,Denver,"['SQL', 'Excel', 'Tableau', 'Power BI']","We are looking for a Data Analyst with experience in Excel, SQL, Tableau.","['excel', 'power bi', 'sql', 'tableau']","excel, power bi, sql, tableau"
Ai Engineer,Google,Miami,"['Deep Learning', 'AWS']","We are looking for a AI Engineer with experience in AWS, Deep Learning.","['aws', 'deep learning']","aws, deep learning"
Data Scientist,Deloitte,San Francisco,"['Python', 'Pandas']","We are looking for a Data Scientist with experience in Python, Pandas.","['pandas', 'python']","pandas, python"
Data Analyst,Ibm,Atlanta,"['Tableau', 'Python', 'SQL', 'Power BI', 'Excel']","We are looking for a Data Analyst with experience in SQL, Python, Excel.","['excel', 'power bi', 'python', 'sql', 'tableau']","excel, power bi, python, sql, tableau"
Business Analyst,Deloitte,Denver,"['Excel', 'Project Management', 'SQL', 'Power BI', 'Business Analysis']","We are looking for a Business Analyst with experience in Project Management, Power BI, SQL.","['business analysis', 'excel', 'power bi', 'project management', 'sql']","business analysis, excel, power bi, project management, sql"
Bi Developer,Salesforce,San Francisco,"['Tableau', 'SQL', 'Power BI', 'Data Warehousing']","We are looking for a BI Developer with experience in SQL, Data Warehousing, Tableau.","['data warehousing', 'power bi', 'sql', 'tableau']","data warehousing, power bi, sql, tableau"
Bi Developer,Salesforce,Austin,"['Data Warehousing', 'Tableau', 'SQL']","We are looking for a BI Developer with experience in Tableau, Data Warehousing, SQL.","['data warehousing', 'sql', 'tableau']","data warehousing, sql, tableau"
Analytics Consultant,Microsoft,Atlanta,"['SQL', 'Power BI']","We are looking for a Analytics Consultant with experience in Power BI, SQL.","['power bi', 'sql']","power bi, sql"
Data Scientist,Ey,New York,"['Statistics', 'Python', 'SQL', 'Pandas']","We are looking for a Data Scientist with experience in Pandas, Python, SQL.","['pandas', 'python', 'sql', 'statistics']","pandas, python, sql, statistics"
Analytics Consultant,Salesforce,Denver,"['Power BI', 'Excel', 'Client Communication', 'SQL']","We are looking for a Analytics Consultant with experience in SQL, Excel, Power BI.","['client communication', 'excel', 'power bi', 'sql']","client communication, excel, power bi, sql"
Analytics Consultant,Accenture,Boston,"['Power BI', 'Client Communication', 'Python', 'SQL', 'Excel']","We are looking for a Analytics Consultant with experience in Python, Power BI, SQL.","['client communication', 'excel', 'power bi', 'python', 'sql']","client communication, excel, power bi, python, sql"
Bi Developer,Accenture,San Francisco,"['Power BI', 'Data Warehousing', 'SQL', 'Tableau', 'ETL']","We are looking for a BI Developer with experience in Power BI, Data Warehousing, Tableau.","['data warehousing', 'etl', 'power bi', 'sql', 'tableau']","data warehousing, etl, power bi, sql, tableau"
Machine Learning Engineer,Ey,Boston,"['TensorFlow', 'PyTorch', 'Machine Learning', 'AWS', 'Python']","We are looking for a Machine Learning Engineer with experience in TensorFlow, Machine Learning, PyTorch.","['aws', 'machine learning', 'python', 'pytorch', 'tensorflow']","aws, machine learning, python, pytorch, tensorflow"
Business Analyst,Deloitte,Chicago,"['Power BI', 'Project Management', 'Excel', 'SQL', 'Business Analysis']","We are looking for a Business Analyst with experience in Excel, Project Management, Business Analysis.","['business analysis', 'excel', 'power bi', 'project management', 'sql']","business analysis, excel, power bi, project management, sql"
Machine Learning Engineer,Ey,Denver,"['Python', 'PyTorch', 'TensorFlow', 'Machine Learning']","We are looking for a Machine Learning Engineer with experience in Machine Learning, PyTorch, Python.","['machine learning', 'python', 'pytorch', 'tensorflow']","machine learning, python, pytorch, tensorflow"
Ai Engineer,Facebook,Denver,"['PyTorch', 'AWS', 'Python']","We are looking for a AI Engineer with experience in PyTorch, Python, AWS.","['aws', 'python', 'pytorch']","aws, python, pytorch"
Bi Developer,Deloitte,Los Angeles,"['Data Warehousing', 'Power BI', 'Tableau', 'SQL', 'ETL']","We are looking for a BI Developer with experience in SQL, Power BI, Data Warehousing.","['data warehousing', 'etl', 'power bi', 'sql', 'tableau']","data warehousing, etl, power bi, sql, tableau"
Data Analyst,Uber,Denver,"['Power BI', 'Tableau', 'Excel']","We are looking for a Data Analyst with experience in Excel, Tableau, Power BI.","['excel', 'power bi', 'tableau']","excel, power bi, tableau"
Data Scientist,Ey,Miami,"['Python', 'Machine Learning', 'Pandas', 'SQL']","We are looking for a Data Scientist with experience in SQL, Machine Learning, Python.","['machine learning', 'pandas', 'python', 'sql']","machine learning, pandas, python, sql"
Data Engineer,Ibm,Austin,"['SQL', 'Airflow', 'Python', 'AWS', 'Spark']","We are looking for a Data Engineer with experience in AWS, Spark, Python.","['airflow', 'aws', 'python', 'spark', 'sql']","airflow, aws, python, spark, sql"
Data Engineer,Amazon,Miami,"['Airflow', 'Python', 'SQL', 'Spark']","We are looking for a Data Engineer with experience in Airflow, Python, SQL.","['airflow', 'python', 'spark', 'sql']","airflow, python, spark, sql"
Business Analyst,Amazon,Boston,"['Power BI', 'Project Management']","We are looking for a Business Analyst with experience in Power BI, Project Management.","['power bi', 'project management']","power bi, project management"
Bi Developer,Google,Austin,"['Tableau', 'Data Warehousing', 'SQL', 'Power BI', 'ETL']","We are looking for a BI Developer with experience in Power BI, Data Warehousing, Tableau.","['data warehousing', 'etl', 'power bi', 'sql', 'tableau']","data warehousing, etl, power bi, sql, tableau"
Business Analyst,Ibm,Miami,"['Excel', 'Business Analysis', 'Project Management', 'Power BI']","We are looking for a Business Analyst with experience in Business Analysis, Excel, Project Management.","['business analysis', 'excel', 'power bi', 'project management']","business analysis, excel, power bi, project management"
Data Scientist,Amazon,New York,"['SQL', 'Python']","We are looking for a Data Scientist with experience in Python, SQL.","['python', 'sql']","python, sql"
Data Analyst,Uber,San Francisco,"['Python', 'Tableau']","We are looking for a Data Analyst with experience in Python, Tableau.","['python', 'tableau']","python, tableau"
Data Analyst,Facebook,San Francisco,"['Excel', 'Python', 'SQL', 'Power BI', 'Tableau']","We are looking for a Data Analyst with experience in Python, Excel, SQL.","['excel', 'power bi', 'python', 'sql', 'tableau']","excel, power bi, python, sql, tableau"
Analytics Consultant,Salesforce,Denver,"['Client Communication', 'Power BI', 'Python']","We are looking for a Analytics Consultant with experience in Power BI, Client Communication, Python.","['client communication', 'power bi', 'python']","client communication, power bi, python"
Business Analyst,Amazon,San Francisco,"['Excel', 'SQL', 'Business Analysis', 'Project Management', 'Power BI']","We are looking for a Business Analyst with experience in Business Analysis, Power BI, SQL.","['business analysis', 'excel', 'power bi', 'project management', 'sql']","business analysis, excel, power bi, project management, sql"
Machine Learning Engineer,Google,San Francisco,"['Python', 'AWS', 'PyTorch', 'Machine Learning']","We are looking for a Machine Learning Engineer with experience in Python, AWS, PyTorch.","['aws', 'machine learning', 'python', 'pytorch']","aws, machine learning, python, pytorch"
Ai Engineer,Amazon,Los Angeles,"['Deep Learning', 'PyTorch', 'NLP']","We are looking for a AI Engineer with experience in PyTorch, Deep Learning, NLP.","['deep learning', 'nlp', 'pytorch']","deep learning, nlp, pytorch"
